date,location,temperature,rainfall,wind_speed
2023-04-07,Ahmedabad,35.8,13.2,10.9
2023-04-07,Pune,38.4,5.4,8.9
2023-04-07,Jaipur,39.2,7.5,12.9
2023-04-07,Surat,33.2,0.1,8.9
2023-04-08,Mumbai,37.4,6.5,13.7
2023-04-08,Delhi,34.3,0.3,7.0
2023-04-08,Chennai,32.7,11.3,7.6
2023-04-08,Kolkata,35.1,11.8,7.3
2023-04-08,Bangalore,36.5,13.1,7.7
2023-04-08,Hyderabad,33.4,10.2,11.2
2023-04-08,Ahmedabad,31.7,17.3,10.2
2023-04-08,Pune,32.0,0.3,9.7
2023-04-08,Jaipur,34.1,2.5,14.2
2023-04-08,Surat,33.7,18.9,7.7
2023-04-09,Mumbai,33.3,7.9,12.8
2023-04-09,Delhi,31.8,11.8,11.9
2023-04-09,Chennai,33.8,4.0,5.3
2023-04-09,Kolkata,34.7,13.2,14.6
2023-04-09,Bangalore,37.6,17.2,5.3
2023-04-09,Hyderabad,33.2,14.0,13.3
2023-04-09,Ahmedabad,39.3,6.4,5.1
2023-04-09,Pune,33.3,14.9,9.1
2023-04-09,Jaipur,38.2,9.1,13.1
2023-04-09,Surat,38.0,13.2,12.4
2023-04-10,Mumbai,38.2,0.6,13.8
2023-04-10,Delhi,35.3,12.5,14.1
2023-04-10,Chennai,34.9,9.2,5.5
2023-04-10,Kolkata,39.6,6.9,11.9
2023-04-10,Bangalore,39.7,19.2,8.1
2023-04-10,Hyderabad,32.5,11.0,5.6
2023-04-10,Ahmedabad,33.4,7.7,8.0
2023-04-10,Pune,30.9,8.0,12.0
2023-04-10,Jaipur,37.3,0.9,10.3
2023-04-10,Surat,35.3,19.5,9.4
2023-04-11,Mumbai,31.7,7.2,9.7
2023-04-11,Delhi,38.7,17.7,7.7
2023-04-11,Chennai,35.9,13.7,10.4
2023-04-11,Kolkata,37.9,13.1,7.7
2023-04-11,Bangalore,32.0,1.1,7.7
2023-04-11,Hyderabad,37.4,2.5,14.1
2023-04-11,Ahmedabad,31.9,10.2,9.4
2023-04-11,Pune,34.4,7.4,6.7
2023-04-11,Jaipur,35.1,17.1,10.0
2023-04-11,Surat,36.5,9.0,5.4
2023-04-12,Mumbai,35.4,14.8,7.4
2023-04-12,Delhi,34.6,9.5,6.8
2023-04-12,Chennai,31.2,1.3,5.5
2023-04-12,Kolkata,31.5,5.9,10.0
2023-04-12,Bangalore,33.8,17.1,10.7
2023-04-12,Hyderabad,31.7,0.3,8.6
2023-04-12,Ahmedabad,33.8,13.3,12.3
2023-04-12,Pune,35.6,2.7,12.1
2023-04-12,Jaipur,30.5,1.8,5.5
2023-04-12,Surat,35.1,3.9,6.0
2023-04-13,Mumbai,34.6,4.0,14.6
2023-04-13,Delhi,39.5,1.8,6.8
2023-04-13,Chennai,37.9,6.7,9.8
2023-04-13,Kolkata,32.6,2.5,5.9
2023-04-13,Bangalore,38.6,13.8,9.1
2023-04-13,Hyderabad,37.7,17.6,11.4
2023-04-13,Ahmedabad,35.5,13.0,7.3
2023-04-13,Pune,36.3,5.6,5.2
2023-04-13,Jaipur,35.3,12.3,5.9
2023-04-13,Surat,35.1,0.5,7.4
2023-04-14,Mumbai,39.3,3.5,5.3
2023-04-14,Delhi,31.4,1.0,10.8
2023-04-14,Chennai,37.6,11.5,10.5
2023-04-14,Kolkata,37.7,13.7,7.9
2023-04-14,Bangalore,33.5,4.0,14.7
2023-04-14,Hyderabad,33.9,9.9,10.1
2023-04-14,Ahmedabad,39.4,9.4,9.8
2023-04-14,Pune,34.9,7.3,12.0
2023-04-14,Jaipur,35.3,14.3,8.9
2023-04-14,Surat,35.7,1.7,9.7
2023-04-15,Mumbai,37.6,17.5,10.7
2023-04-15,Delhi,31.2,9.5,13.6
2023-04-15,Chennai,30.3,1.1,13.7
2023-04-15,Kolkata,30.4,17.5,14.5
2023-04-15,Bangalore,32.3,8.7,11.6
2023-04-15,Hyderabad,31.9,8.8,11.4
2023-04-15,Ahmedabad,39.9,6.9,13.2
2023-04-15,Pune,35.9,18.7,5.1
2023-04-15,Jaipur,31.1,6.9,10.0
2023-04-15,Surat,39.5,10.7,11.7
2023-04-16,Mumbai,35.2,10.1,9.7
2023-04-16,Delhi,36.9,10.0,13.9
2023-04-16,Chennai,35.5,19.9,6.1
2023-04-16,Kolkata,30.9,19.8,5.2
2023-04-16,Bangalore,30.8,3.4,8.2
2023-04-16,Hyderabad,32.5,10.4,9.2
2023-04-16,Ahmedabad,35.1,14.8,12.9
2023-04-16,Pune,35.7,1.0,8.0
2023-04-16,Jaipur,38.4,15.8,14.0
2023-04-16,Surat,32.0,7.5,6.5
2023-04-17,Mumbai,39.2,2.5,8.2
2023-04-17,Delhi,34.9,5.5,8.7
2023-04-17,Chennai,30.0,0.0,6.0
2023-04-17,Kolkata,34.0,19.8,11.1
2023-04-17,Bangalore,31.7,14.3,6.2
2023-04-17,Hyderabad,31.6,8.4,7.9
2023-04-17,Ahmedabad,32.4,14.3,11.4
2023-04-17,Pune,38.0,11.4,11.5
2023-04-17,Jaipur,30.0,2.3,10.7
2023-04-17,Surat,36.5,9.7,5.9
2023-04-18,Mumbai,30.4,17.7,8.2
2023-04-18,Delhi,38.1,5.3,5.4
2023-04-18,Chennai,31.5,13.2,13.4
2023-04-18,Kolkata,39.6,10.6,11.3
2023-04-18,Bangalore,37.8,1.2,12.7
2023-04-18,Hyderabad,34.1,9.8,11.6
2023-04-18,Ahmedabad,36.7,11.8,11.4
2023-04-18,Pune,36.8,20.0,5.0
2023-04-18,Jaipur,31.4,0.9,6.5
2023-04-18,Surat,33.6,17.4,14.1
2023-04-19,Mumbai,30.8,7.6,5.8
2023-04-19,Delhi,36.7,13.7,10.0
2023-04-19,Chennai,37.9,8.7,9.0
2023-04-19,Kolkata,31.0,18.0,9.7
2023-04-19,Bangalore,34.5,17.2,5.7
2023-04-19,Hyderabad,33.6,7.8,7.1
2023-04-19,Ahmedabad,30.0,14.1,12.4
2023-04-19,Pune,38.0,8.5,6.3
2023-04-19,Jaipur,34.5,17.3,5.0
2023-04-19,Surat,37.8,3.2,8.6
2023-04-20,Mumbai,39.0,8.6,10.8
2023-04-20,Delhi,36.1,14.4,12.3
2023-04-20,Chennai,35.8,17.0,10.5
2023-04-20,Kolkata,30.2,3.1,6.0
2023-04-20,Bangalore,32.3,4.1,11.0
2023-04-20,Hyderabad,32.8,12.8,11.9
2023-04-20,Ahmedabad,30.2,7.5,11.4
2023-04-20,Pune,34.4,12.8,14.9
2023-04-20,Jaipur,36.4,7.3,12.8
2023-04-20,Surat,33.4,2.5,6.0
2023-04-21,Mumbai,37.5,2.4,13.1
2023-04-21,Delhi,38.6,1.1,8.3
2023-04-21,Chennai,37.3,8.8,12.6
2023-04-21,Kolkata,37.6,9.9,6.2
2023-04-21,Bangalore,31.8,10.4,10.9
2023-04-21,Hyderabad,32.3,19.8,5.2
2023-04-21,Ahmedabad,33.8,19.5,14.1
2023-04-21,Pune,31.3,18.8,10.1
2023-04-21,Jaipur,30.3,3.1,13.4
2023-04-21,Surat,35.5,9.5,9.7
2023-04-22,Mumbai,36.6,4.3,11.8
2023-04-22,Delhi,39.7,15.5,10.0
2023-04-22,Chennai,38.4,15.0,13.8
2023-04-22,Kolkata,31.2,11.5,13.8
2023-04-22,Bangalore,32.1,19.2,10.9
2023-04-22,Hyderabad,35.1,8.9,9.5
2023-04-22,Ahmedabad,36.7,15.5,14.0
2023-04-22,Pune,30.7,13.6,13.2
2023-04-22,Jaipur,30.9,12.0,9.2
2023-04-22,Surat,39.8,9.4,12.9
2023-04-23,Mumbai,32.0,6.6,13.5
2023-04-23,Delhi,37.3,4.1,11.8
2023-04-23,Chennai,38.4,8.6,13.4
2023-04-23,Kolkata,39.6,1.3,9.8
2023-04-23,Bangalore,35.0,6.8,14.9
2023-04-23,Hyderabad,31.8,2.9,7.2
2023-04-23,Ahmedabad,39.2,5.8,8.7
2023-04-23,Pune,33.1,8.5,12.6
2023-04-23,Jaipur,33.9,12.5,13.9
2023-04-23,Surat,35.2,0.3,8.6
2023-04-24,Mumbai,35.8,9.3,7.3
2023-04-24,Delhi,31.1,4.1,14.7
2023-04-24,Chennai,31.4,0.2,8.5
2023-04-24,Kolkata,37.6,3.6,8.6
2023-04-24,Bangalore,32.3,14.6,7.0
2023-04-24,Hyderabad,38.1,8.1,10.7
2023-04-24,Ahmedabad,38.6,7.6,10.4
2023-04-24,Pune,35.0,9.6,14.6
2023-04-24,Jaipur,35.2,2.6,5.3
2023-04-24,Surat,35.6,1.5,5.7
2023-04-25,Mumbai,39.4,7.5,7.9
2023-04-25,Delhi,35.1,13.3,10.1
2023-04-25,Chennai,39.3,13.4,8.7
2023-04-25,Kolkata,31.3,4.6,12.1
2023-04-25,Bangalore,30.3,1.5,11.4
2023-04-25,Hyderabad,34.6,1.7,10.6
2023-04-25,Ahmedabad,31.1,14.5,12.9
2023-04-25,Pune,38.5,16.0,9.8
2023-04-25,Jaipur,30.2,0.8,11.4
2023-04-25,Surat,37.2,12.2,11.8
2023-04-26,Mumbai,39.2,18.5,7.3
2023-04-26,Delhi,30.6,16.6,7.5
2023-04-26,Chennai,38.8,0.9,13.3
2023-04-26,Kolkata,39.9,1.8,6.1
2023-04-26,Bangalore,31.4,14.2,5.8
2023-04-26,Hyderabad,38.6,0.3,9.4
2023-04-26,Ahmedabad,32.5,17.2,7.2
2023-04-26,Pune,35.7,4.9,11.6
2023-04-26,Jaipur,39.9,17.8,10.4
2023-04-26,Surat,32.3,6.3,5.6
2023-04-27,Mumbai,31.1,14.6,6.6
2023-04-27,Delhi,34.1,5.3,14.3
2023-04-27,Chennai,36.6,1.8,14.7
2023-04-27,Kolkata,35.5,13.5,14.5
2023-04-27,Bangalore,33.7,11.8,14.9
2023-04-27,Hyderabad,37.5,14.7,5.6
2023-04-27,Ahmedabad,35.0,11.6,6.7
2023-04-27,Pune,36.6,16.9,8.6
2023-04-27,Jaipur,31.9,12.1,9.6
2023-04-27,Surat,32.7,9.0,5.8
2023-04-28,Mumbai,33.1,17.9,12.7
2023-04-28,Delhi,38.4,14.4,12.6
2023-04-28,Chennai,38.1,13.3,10.0
2023-04-28,Kolkata,31.1,0.9,6.0
2023-04-28,Bangalore,33.5,17.1,11.0
2023-04-28,Hyderabad,35.8,16.6,6.1
2023-04-28,Ahmedabad,37.5,10.1,9.4
2023-04-28,Pune,31.0,7.7,8.4
2023-04-28,Jaipur,30.3,10.2,7.3
2023-04-28,Surat,31.2,4.1,9.4
2023-04-29,Mumbai,36.3,2.6,12.5
2023-04-29,Delhi,30.1,9.4,13.4
2023-04-29,Chennai,34.8,4.1,8.2
2023-04-29,Kolkata,39.0,11.9,6.5
2023-04-29,Bangalore,39.7,13.9,14.9
2023-04-29,Hyderabad,36.7,3.7,13.9
2023-04-29,Ahmedabad,36.0,12.9,10.0
2023-04-29,Pune,35.9,16.9,9.0
2023-04-29,Jaipur,35.4,0.2,10.8
2023-04-29,Surat,30.5,12.8,6.9
2023-04-30,Mumbai,33.0,7.0,11.9
2023-04-30,Delhi,37.1,3.2,10.7
2023-04-30,Chennai,38.6,17.0,11.5
2023-04-30,Kolkata,38.6,19.3,9.2
2023-04-30,Bangalore,37.3,13.2,11.4
2023-04-30,Hyderabad,32.0,17.9,14.3
2023-04-30,Ahmedabad,32.9,13.9,9.3
2023-04-30,Pune,39.7,18.6,12.9
2023-04-30,Jaipur,34.9,15.4,6.1
2023-04-30,Surat,38.6,13.2,6.5
2023-05-01,Mumbai,32.8,10.4,5.8
2023-05-01,Delhi,35.2,4.3,5.2
2023-05-01,Chennai,33.4,12.2,12.4
2023-05-01,Kolkata,38.5,15.0,13.0
2023-05-01,Bangalore,37.7,0.4,6.0
2023-05-01,Hyderabad,36.3,16.4,8.7
2023-05-01,Ahmedabad,38.4,1.0,14.0
2023-05-01,Pune,35.2,3.4,10.4
2023-05-01,Jaipur,32.2,16.0,14.6
2023-05-01,Surat,32.1,10.7,11.4
2023-05-02,Mumbai,33.0,19.8,9.1
2023-05-02,Delhi,33.1,14.4,8.2
2023-05-02,Chennai,35.9,19.4,14.8
2023-05-02,Kolkata,35.1,10.7,7.7
2023-05-02,Bangalore,32.8,9.9,6.7
2023-05-02,Hyderabad,30.6,19.4,6.6
2023-05-02,Ahmedabad,39.4,19.7,11.2
2023-05-02,Pune,33.0,14.7,14.5
2023-05-02,Jaipur,38.9,19.2,14.4
2023-05-02,Surat,36.2,18.1,7.5
2023-05-03,Mumbai,35.8,5.4,10.1
2023-05-03,Delhi,33.9,6.7,8.4
2023-05-03,Chennai,37.9,7.2,8.0
2023-05-03,Kolkata,36.6,19.8,5.8
2023-05-03,Bangalore,34.8,18.9,11.3
2023-05-03,Hyderabad,39.2,19.5,13.4
2023-05-03,Ahmedabad,37.8,9.5,5.2
2023-05-03,Pune,32.0,14.4,11.8
2023-05-03,Jaipur,36.6,11.6,13.3
2023-05-03,Surat,39.2,1.1,11.6
2023-05-04,Mumbai,36.8,3.7,5.5
2023-05-04,Delhi,33.2,5.2,12.5
2023-05-04,Chennai,31.4,12.4,8.9
2023-05-04,Kolkata,36.2,16.4,13.5
2023-05-04,Bangalore,39.9,10.7,8.9
2023-05-04,Hyderabad,35.6,12.4,6.3
2023-05-04,Ahmedabad,34.5,11.5,14.9
2023-05-04,Pune,39.5,12.2,14.8
2023-05-04,Jaipur,39.1,5.0,7.9
2023-05-04,Surat,36.8,2.5,9.4
2023-05-05,Mumbai,31.2,10.9,12.8
2023-05-05,Delhi,34.1,15.5,9.0
2023-05-05,Chennai,37.7,7.6,13.0
2023-05-05,Kolkata,35.5,1.0,6.9
2023-05-05,Bangalore,33.0,4.0,10.8
2023-05-05,Hyderabad,32.0,4.9,11.8
2023-05-05,Ahmedabad,39.5,1.6,9.4
2023-05-05,Pune,35.1,15.2,10.6
2023-05-05,Jaipur,31.9,13.6,14.4
2023-05-05,Surat,38.9,13.8,6.0
2023-05-06,Mumbai,34.6,10.0,7.1
2023-05-06,Delhi,35.2,12.7,7.5
2023-05-06,Chennai,39.4,6.5,12.0
2023-05-06,Kolkata,32.0,1.2,12.0
2023-05-06,Bangalore,33.6,19.7,9.5
2023-05-06,Hyderabad,37.5,14.1,9.5
2023-05-06,Ahmedabad,33.4,16.9,8.5
2023-05-06,Pune,34.0,0.8,13.8
2023-05-06,Jaipur,31.1,17.8,10.3
2023-05-06,Surat,30.5,18.6,10.9
2023-05-07,Mumbai,35.6,1.2,8.3
2023-05-07,Delhi,31.3,12.8,7.6
2023-05-07,Chennai,32.8,15.5,12.8
2023-05-07,Kolkata,31.5,15.8,6.9
2023-05-07,Bangalore,30.3,7.6,11.7
2023-05-07,Hyderabad,30.3,8.2,6.8
2023-05-07,Ahmedabad,34.1,5.1,11.6
2023-05-07,Pune,32.2,19.4,11.5
2023-05-07,Jaipur,33.7,5.3,8.3
2023-05-07,Surat,32.7,2.8,10.6
2023-05-08,Mumbai,31.6,10.0,5.4
2023-05-08,Delhi,37.8,10.4,9.2
2023-05-08,Chennai,31.6,8.8,11.8
2023-05-08,Kolkata,37.4,12.7,9.5
2023-05-08,Bangalore,35.9,8.5,7.7
2023-05-08,Hyderabad,30.2,12.8,8.8
2023-05-08,Ahmedabad,39.0,4.9,6.2
2023-05-08,Pune,33.1,5.3,14.8
2023-05-08,Jaipur,36.1,7.3,5.6
2023-05-08,Surat,31.7,1.8,9.7
2023-05-09,Mumbai,33.7,15.2,7.6
2023-05-09,Delhi,35.6,16.4,15.0
2023-05-09,Chennai,38.8,13.0,9.7
2023-05-09,Kolkata,39.1,6.5,10.9
2023-05-09,Bangalore,39.1,3.7,8.3
2023-05-09,Hyderabad,30.1,0.9,6.4
2023-05-09,Ahmedabad,34.8,19.8,7.7
2023-05-09,Pune,30.3,1.1,7.5
2023-05-09,Jaipur,39.4,14.1,11.1
2023-05-09,Surat,39.3,2.0,6.5
2023-05-10,Mumbai,30.2,17.5,10.6
2023-05-10,Delhi,37.3,19.1,11.1
2023-05-10,Chennai,31.9,6.9,9.7
2023-05-10,Kolkata,37.7,19.9,6.8
2023-05-10,Bangalore,39.8,10.7,13.6
2023-05-10,Hyderabad,36.7,17.6,14.0
2023-05-10,Ahmedabad,35.0,14.6,10.9
2023-05-10,Pune,37.4,4.0,13.2
2023-05-10,Jaipur,37.4,18.9,6.6
2023-05-10,Surat,37.0,17.4,10.5
2023-05-11,Mumbai,32.5,12.2,7.8
2023-05-11,Delhi,34.5,6.0,10.5
2023-05-11,Chennai,33.8,15.7,8.6
2023-05-11,Kolkata,30.9,11.5,7.0
2023-05-11,Bangalore,40.0,3.0,14.3
2023-05-11,Hyderabad,33.0,13.7,9.1
2023-05-11,Ahmedabad,32.3,5.9,14.8
2023-05-11,Pune,30.6,3.0,10.2
2023-05-11,Jaipur,34.2,6.0,12.6
2023-05-11,Surat,33.0,4.5,7.4
2023-05-12,Mumbai,31.5,7.4,9.5
2023-05-12,Delhi,38.4,2.2,12.9
2023-05-12,Chennai,30.4,17.5,14.4
2023-05-12,Kolkata,33.8,7.2,12.6
2023-05-12,Bangalore,34.8,1.7,10.9
2023-05-12,Hyderabad,37.7,16.0,11.0
2023-05-12,Ahmedabad,32.7,2.6,13.7
2023-05-12,Pune,32.2,16.5,7.9
2023-05-12,Jaipur,33.0,18.9,14.2
2023-05-12,Surat,37.6,16.1,10.2
2023-05-13,Mumbai,33.5,0.4,10.5
2023-05-13,Delhi,34.0,5.7,10.4
2023-05-13,Chennai,30.6,0.3,9.3
2023-05-13,Kolkata,38.1,5.1,12.7
2023-05-13,Bangalore,33.1,0.7,5.3
2023-05-13,Hyderabad,33.1,13.2,8.9
2023-05-13,Ahmedabad,39.4,6.3,12.8
2023-05-13,Pune,36.0,13.6,8.9
2023-05-13,Jaipur,34.3,3.6,7.3
2023-05-13,Surat,32.9,13.2,13.0
2023-05-14,Mumbai,33.5,14.4,10.8
2023-05-14,Delhi,39.4,2.8,10.9
2023-05-14,Chennai,32.7,16.4,13.5
2023-05-14,Kolkata,35.2,0.2,8.5
2023-05-14,Bangalore,33.2,16.6,8.8
2023-05-14,Hyderabad,39.5,2.1,6.2
2023-05-14,Ahmedabad,38.3,13.5,5.4
2023-05-14,Pune,36.6,19.8,8.2
2023-05-14,Jaipur,39.2,11.6,7.4
2023-05-14,Surat,34.0,11.3,12.3
2023-05-15,Mumbai,38.9,16.6,12.8
2023-05-15,Delhi,35.8,5.1,13.5
2023-05-15,Chennai,31.4,14.7,11.2
2023-05-15,Kolkata,30.1,11.0,8.5
2023-05-15,Bangalore,33.2,7.5,13.5
2023-05-15,Hyderabad,35.9,12.3,7.7
2023-05-15,Ahmedabad,35.0,15.7,13.1
2023-05-15,Pune,37.3,18.6,6.8
2023-05-15,Jaipur,39.8,18.0,7.7
2023-05-15,Surat,37.6,20.0,12.8
2023-05-16,Mumbai,35.8,14.5,11.5
2023-05-16,Delhi,37.2,18.8,9.0
2023-05-16,Chennai,31.8,5.1,5.8
2023-05-16,Kolkata,34.0,16.1,14.4
2023-05-16,Bangalore,31.5,11.5,12.7
2023-05-16,Hyderabad,39.4,12.4,13.5
2023-05-16,Ahmedabad,35.8,5.7,11.5
2023-05-16,Pune,38.2,7.6,7.2
2023-05-16,Jaipur,39.7,4.2,5.6
2023-05-16,Surat,30.4,8.9,5.2
2023-05-17,Mumbai,37.1,9.9,6.4
2023-05-17,Delhi,31.5,17.1,9.4
2023-05-17,Chennai,34.6,0.8,6.5
2023-05-17,Kolkata,35.7,15.7,12.5
2023-05-17,Bangalore,37.6,3.1,6.1
2023-05-17,Hyderabad,31.3,5.9,14.7
2023-05-17,Ahmedabad,32.7,14.9,9.6
2023-05-17,Pune,32.2,4.5,10.0
2023-05-17,Jaipur,36.9,6.5,11.9
2023-05-17,Surat,34.4,1.1,9.0
2023-05-18,Mumbai,32.6,5.7,7.8
2023-05-18,Delhi,36.8,12.0,10.5
2023-05-18,Chennai,32.3,9.1,10.6
2023-05-18,Kolkata,34.5,13.9,13.6
2023-05-18,Bangalore,30.8,11.6,14.8
2023-05-18,Hyderabad,33.9,5.3,11.3
2023-05-18,Ahmedabad,31.7,2.0,7.0
2023-05-18,Pune,32.2,13.4,7.4
2023-05-18,Jaipur,33.5,6.1,6.1
2023-05-18,Surat,31.1,5.4,14.6
2023-05-19,Mumbai,38.4,3.4,10.9
2023-05-19,Delhi,38.5,0.6,8.9
2023-05-19,Chennai,31.1,18.5,8.3
2023-05-19,Kolkata,33.3,11.7,5.0
2023-05-19,Bangalore,34.8,18.8,13.9
